customer_id,age,gender,income,region,education,marital_status,tenure_months,total_spend,num_orders,avg_order_value,recency_days,satisfaction_score,website_visits_per_month,discount_sensitivity,preferred_channel,pct_electronics,pct_clothing,pct_home_garden,pct_sports,pct_books,gender_encoded,channel_encoded,education_encoded,marital_encoded,segment,pca1,pca2,R,F,M,clv_proxy,engagement_score,price_sensitivity,category_diversity,segment_name
CUST-10038,18,Female,40188,Central,PhD,Married,34,567,56,20,27,6.4,143,7.4,Mobile App,14.5,14.6,17.5,27.4,26.0,0,1,3,1,3,-1.8886208554345727,0.32821495255559924,2,5,1,200.11764705882354,2.5535714285714284,37.0,5,Bargain Hunters
CUST-10039,22,Female,64034,North,High School,Divorced,24,3562,42,84,19,7.1,108,60.4,Online,37.8,23.5,12.7,26.0,0.0,0,2,1,0,2,1.9340126673015672,-0.022928544318992033,3,3,5,1781.0,2.5714285714285716,71.9047619047619,4,VIP Big Spenders
CUST-10040,40,Male,51305,North,Bachelor,Married,20,2779,38,73,4,8.0,98,62.6,Online,34.8,54.9,7.9,2.4,0.0,1,2,0,1,2,2.0189984511298213,0.336613962211043,5,2,5,1667.3999999999999,2.5789473684210527,85.75342465753425,2,VIP Big Spenders
CUST-10041,46,Male,32023,South,PhD,Married,26,1225,44,27,10,6.6,113,50.8,Online,10.6,54.0,12.6,2.9,19.8,1,2,3,1,3,-1.5108646275450988,0.4476091056736013,4,4,2,565.3846153846154,2.5681818181818183,188.14814814814812,4,Bargain Hunters
CUST-10042,40,Male,49174,West,Bachelor,Married,24,1795,38,47,1,7.0,97,11.2,Online,16.7,38.8,29.9,14.6,0.0,1,2,0,1,1,0.5157469062134306,0.2065597771190164,5,2,3,897.5,2.5526315789473686,23.829787234042552,4,Loyal Customers
CUST-10043,36,Male,22793,South,Master,Married,25,1597,40,39,4,6.9,102,27.2,Mobile App,18.3,40.0,19.1,22.6,0.0,1,1,2,1,1,-0.41429731736352987,0.5467393800922988,5,3,3,766.5600000000001,2.55,69.74358974358974,4,Loyal Customers
CUST-10044,34,Female,87128,North,Bachelor,Divorced,27,1606,45,35,10,7.1,116,71.4,Online,26.4,30.7,32.3,10.7,0.0,0,2,0,0,1,-0.3092545065108858,0.9053329963682817,4,4,3,713.7777777777778,2.577777777777778,204.0,4,Loyal Customers
CUST-10045,20,Non-binary,44238,West,Bachelor,Married,27,1529,45,33,105,6.0,116,4.8,Online,35.7,30.1,26.5,7.7,0.0,2,2,0,1,0,-0.41351368972731306,-0.8941821887836351,1,4,3,679.5555555555555,2.577777777777778,14.545454545454545,3,At Risk
CUST-10046,29,Female,85757,East,High School,Single,19,2643,31,85,19,7.2,79,25.4,In-Store,16.5,51.7,15.1,16.7,0.0,0,0,1,2,2,2.5894195564511184,-0.4541322536909497,3,1,5,1669.2631578947369,2.5483870967741935,29.88235294117647,4,VIP Big Spenders
CUST-10047,32,Female,37674,North,Master,Single,13,1414,24,58,34,6.1,63,77.2,Mobile App,30.2,51.8,14.0,3.9,0.0,0,1,2,2,0,-0.24510456097897668,-2.4787095867792366,2,1,2,1305.2307692307693,2.625,133.10344827586206,3,At Risk
CUST-10048,50,Male,37730,South,Master,Divorced,27,2200,43,51,30,7.2,111,20.7,Mobile App,26.2,32.6,21.6,19.6,0.0,1,1,2,0,1,0.6993611414037971,0.008384301154343531,2,4,4,977.7777777777778,2.5813953488372094,40.588235294117645,4,Loyal Customers
CUST-10049,42,Male,33453,East,Bachelor,Divorced,25,1375,47,29,116,6.8,119,55.3,Online,33.7,32.4,13.4,20.5,0.0,1,2,0,0,3,-1.4999922393928162,0.09859418953407935,1,4,2,660.0,2.5319148936170213,190.68965517241378,4,Bargain Hunters
CUST-10050,18,Male,75969,Central,Master,Single,21,2342,37,63,21,6.7,97,44.9,Mobile App,28.6,37.8,24.5,9.1,0.0,1,1,2,2,2,1.6170483206087871,-1.091552041564573,3,2,5,1338.2857142857142,2.6216216216216215,71.26984126984127,3,VIP Big Spenders
CUST-10051,41,Female,34381,East,Bachelor,Single,20,1420,33,43,24,7.4,85,19.7,Mobile App,23.3,37.9,21.3,17.6,0.0,0,1,0,2,0,-0.04173318662821383,-0.9441375899716611,3,1,2,852.0,2.5757575757575757,45.813953488372086,4,At Risk
CUST-10052,33,Female,67663,South,High School,Married,27,1081,43,25,8,8.7,108,29.0,Mobile App,1.2,70.3,15.6,12.9,0.0,0,1,1,1,1,-0.5982275245431926,2.158129857704685,4,4,2,480.44444444444446,2.511627906976744,115.99999999999999,3,Loyal Customers
CUST-10053,29,Female,40488,East,Master,Married,27,1714,47,36,27,6.1,119,39.2,In-Store,14.2,38.9,23.8,23.1,0.0,0,0,2,1,1,-0.7655596839233881,0.05082120266503379,2,4,3,761.7777777777778,2.5319148936170213,108.8888888888889,4,Loyal Customers
CUST-10054,45,Male,18251,South,Bachelor,Married,23,1690,39,43,40,6.8,103,43.7,Online,36.2,51.1,8.5,4.1,0.0,1,2,0,1,0,-0.2838108018053374,-1.8957898168648681,2,2,3,881.7391304347826,2.641025641025641,101.6279069767442,2,At Risk
CUST-10055,50,Male,36858,North,Bachelor,Divorced,23,1411,42,33,1,7.4,110,67.3,Online,20.3,46.0,10.4,23.3,0.0,1,2,0,0,3,-0.9486486409862971,0.14104909729425413,5,3,2,736.1739130434783,2.619047619047619,203.9393939393939,4,Bargain Hunters
CUST-10056,49,Female,27185,West,Bachelor,Married,23,609,39,20,18,6.8,99,25.2,In-Store,14.4,37.6,21.3,26.7,0.0,0,0,0,1,3,-1.7053225681138526,-0.3341066440592472,3,2,1,317.7391304347826,2.5384615384615383,126.0,4,Bargain Hunters
CUST-10057,27,Male,49858,Central,PhD,Divorced,22,1836,41,44,14,6.3,104,71.5,In-Store,30.5,47.2,12.5,9.9,0.0,1,0,3,0,1,-0.1673742419952761,0.019581703589881296,3,3,4,1001.4545454545455,2.5365853658536586,162.5,3,Loyal Customers
CUST-10058,34,Female,27032,West,Master,Married,26,1208,45,26,1,7.3,114,37.7,Mobile App,19.9,42.6,17.2,20.3,0.0,0,1,2,1,3,-1.4195411342013937,1.3907596970357892,5,4,2,557.5384615384615,2.533333333333333,145.00000000000003,4,Bargain Hunters
CUST-10059,41,Female,77884,West,Master,Single,28,2321,48,48,9,6.8,124,40.6,In-Store,37.1,32.5,27.0,3.4,0.0,0,0,2,2,1,0.7911637733266973,0.9184411302449091,4,5,4,994.7142857142857,2.5833333333333335,84.58333333333333,3,Loyal Customers
CUST-10060,49,Female,46838,West,High School,Married,27,1766,48,36,20,7.6,123,22.8,Mobile App,31.0,37.4,17.8,13.8,0.0,0,1,1,1,1,0.07807847180132785,1.1272775707517975,3,5,3,784.8888888888889,2.5625,63.33333333333333,4,Loyal Customers
CUST-10061,32,Male,44855,South,Master,Married,24,1880,44,42,29,8.7,110,27.1,In-Store,10.2,14.9,26.1,20.1,28.7,1,0,2,1,1,0.5979140239349238,1.7639774284716483,2,4,4,940.0,2.5,64.52380952380953,5,Loyal Customers
CUST-10062,35,Male,68046,South,High School,Single,27,2029,46,44,7,7.5,119,59.9,Mobile App,21.9,19.4,10.3,48.4,0.0,1,1,1,2,1,0.45499734893039406,0.8910082262767396,4,4,4,901.7777777777778,2.5869565217391304,136.13636363636363,4,Loyal Customers
CUST-10063,24,Male,79376,Central,PhD,Single,26,1710,44,38,17,8.5,114,7.1,Mobile App,17.2,42.8,29.4,10.6,0.0,1,1,3,2,1,0.7778510366593127,0.9475613383319079,3,4,3,789.2307692307693,2.590909090909091,18.684210526315788,4,Loyal Customers
CUST-10064,23,Male,48530,South,High School,Married,22,507,36,20,38,5.9,92,62.3,In-Store,41.6,18.7,9.7,21.0,8.9,1,0,1,1,3,-2.911591198128566,-1.034965461475688,2,2,1,276.54545454545456,2.5555555555555554,311.5,3,Bargain Hunters
CUST-10065,47,Male,33336,South,Bachelor,Married,36,1140,59,20,14,7.3,151,21.1,Online,42.2,36.9,11.8,9.1,0.0,1,2,0,1,1,-1.2754641144329033,0.9369858287956191,3,5,2,380.0,2.559322033898305,105.50000000000001,3,Loyal Customers
CUST-10066,54,Female,20191,South,Bachelor,Married,25,1668,41,40,82,6.9,105,71.4,Mobile App,27.2,25.7,23.4,23.8,0.0,0,1,0,1,0,-0.7974678464485073,-0.6050878639214927,1,3,3,800.64,2.5609756097560976,178.5,4,At Risk
CUST-10067,37,Female,34786,South,Master,Single,14,1083,26,41,1,6.3,69,9.8,Mobile App,34.0,31.2,5.1,3.7,26.0,0,1,2,2,0,0.02983273353610309,-1.8880858034042363,5,1,2,928.2857142857143,2.6538461538461537,23.902439024390247,3,At Risk
CUST-10068,50,Male,36004,North,Master,Married,27,1924,43,44,7,6.2,110,33.0,Online,17.7,40.7,34.3,7.3,0.0,1,2,2,1,1,0.13629479212739395,0.3195421810347787,4,4,4,855.1111111111111,2.558139534883721,75.0,3,Loyal Customers
CUST-10069,42,Male,51716,Central,Bachelor,Single,27,957,44,21,3,7.0,113,41.2,Online,29.6,34.8,32.1,3.4,0.0,1,2,0,2,3,-1.7839455098044108,0.9061397288716454,5,4,1,425.3333333333333,2.5681818181818183,196.1904761904762,3,Bargain Hunters
CUST-10070,30,Male,41250,South,Bachelor,Married,29,769,49,20,22,5.3,130,34.6,Mobile App,17.8,38.3,28.2,15.8,0.0,1,1,0,1,3,-2.369509668623448,-0.9921774893709042,3,5,1,318.2068965517241,2.6530612244897958,173.0,4,Bargain Hunters
CUST-10071,42,Male,69145,Central,Master,Married,21,1478,43,34,3,8.0,113,16.3,Online,12.1,28.8,22.0,37.0,0.0,1,2,2,1,1,0.7504181660395665,0.8191415558797408,5,4,3,844.5714285714286,2.627906976744186,47.94117647058824,4,Loyal Customers
CUST-10072,56,Female,36080,East,High School,Married,31,1629,51,31,38,6.5,131,51.3,In-Store,5.2,32.2,29.5,33.1,0.0,0,0,1,1,1,-0.9337870160779537,0.2584448001494027,2,5,3,630.5806451612902,2.5686274509803924,165.48387096774192,3,Loyal Customers
CUST-10073,37,Male,47642,North,Master,Married,23,2403,42,57,72,7.1,105,27.9,Mobile App,22.3,62.9,8.2,6.7,0.0,1,1,2,1,1,1.215181523392009,0.11372147116939282,1,3,5,1253.7391304347825,2.5,48.94736842105263,2,Loyal Customers
CUST-10074,56,Male,88609,South,PhD,Married,22,3734,42,88,2,8.2,110,19.6,In-Store,31.8,19.5,36.8,11.9,0.0,1,0,3,1,2,3.55353890792062,0.564976285352823,5,3,5,2036.7272727272725,2.619047619047619,22.272727272727273,4,VIP Big Spenders
CUST-10075,18,Male,58157,North,High School,Married,28,1961,47,41,69,6.7,122,22.6,In-Store,29.4,34.0,25.6,11.0,0.0,1,0,1,1,1,0.28173700481233904,-0.5397267232067543,1,4,4,840.4285714285716,2.595744680851064,55.1219512195122,4,Loyal Customers
CUST-10076,47,Female,47571,North,High School,Married,23,677,40,20,28,5.8,102,26.6,In-Store,5.0,43.0,18.8,11.6,21.7,0,0,1,1,3,-1.7102922502716258,-0.7236991785058866,2,3,1,353.2173913043478,2.55,133.0,4,Bargain Hunters
CUST-10077,39,Female,36280,East,Bachelor,Single,35,934,58,20,5,6.0,147,27.4,Online,17.2,33.8,42.8,6.2,0.0,0,2,0,2,3,-2.195523248826924,0.8219089592196763,4,5,1,320.22857142857146,2.5344827586206895,137.0,3,Bargain Hunters
CUST-10078,34,Male,35717,Central,High School,Married,28,200,42,20,39,6.7,107,83.8,In-Store,9.5,48.9,7.0,0.7,34.0,1,0,1,1,3,-3.7193659037484466,-0.12184725722299772,2,3,1,85.71428571428572,2.5476190476190474,418.99999999999994,2,Bargain Hunters
CUST-10079,39,Female,32038,North,Bachelor,Married,30,1308,50,26,1,6.1,130,28.2,Mobile App,22.7,38.0,8.6,30.6,0.0,0,1,0,1,3,-1.3790232034285066,0.417140332267044,5,5,2,523.2,2.6,108.46153846153845,3,Bargain Hunters
CUST-10080,18,Female,37402,West,Master,Married,29,1830,47,38,33,6.3,118,47.9,Mobile App,18.0,59.4,10.5,12.0,0.0,0,1,2,1,1,-0.6659659216175444,0.46725552339201937,2,4,4,757.2413793103449,2.5106382978723403,126.05263157894737,4,Loyal Customers
CUST-10081,35,Female,71527,East,Bachelor,Married,26,2363,41,57,56,6.5,106,53.3,Mobile App,23.5,24.5,29.8,22.2,0.0,0,1,0,1,2,1.1735193078978818,-0.8097624558520949,1,3,5,1090.6153846153848,2.5853658536585367,93.50877192982455,4,VIP Big Spenders
CUST-10082,42,Male,43873,West,High School,Divorced,26,624,45,20,89,5.0,120,59.1,In-Store,41.7,16.6,25.9,15.8,0.0,1,0,1,0,3,-2.82927189316414,-2.1270757500036814,1,4,1,288.0,2.6666666666666665,295.5,4,Bargain Hunters
CUST-10083,55,Female,24962,East,Master,Single,27,2018,45,44,1,7.8,113,74.4,In-Store,18.5,38.1,34.9,8.5,0.0,0,0,2,2,1,-0.15965216666188486,1.9246521064510498,5,4,4,896.8888888888889,2.511111111111111,169.09090909090912,3,Loyal Customers
CUST-10084,31,Female,118667,West,Master,Single,26,3440,43,80,1,7.5,109,15.3,Mobile App,11.0,33.3,27.1,28.6,0.0,0,1,2,2,2,2.8303597575051214,1.800221715485133,5,4,5,1587.6923076923078,2.5348837209302326,19.125,4,VIP Big Spenders
CUST-10085,28,Female,57525,West,PhD,Divorced,18,2342,33,70,76,7.6,82,31.7,Mobile App,17.6,38.2,23.1,21.1,0.0,0,1,3,0,2,1.9242861388362213,-0.2057221343547995,1,1,5,1561.3333333333335,2.484848484848485,45.285714285714285,4,VIP Big Spenders
CUST-10086,31,Female,24258,North,High School,Married,27,1504,43,34,44,8.3,109,9.3,In-Store,7.3,48.3,23.4,20.2,0.8,0,0,1,1,1,-0.2646113046650066,0.9076733353123119,2,4,3,668.4444444444445,2.5348837209302326,27.35294117647059,3,Loyal Customers
CUST-10087,48,Female,39303,North,Master,Single,31,1242,56,22,42,5.8,141,34.0,In-Store,27.1,47.1,20.7,5.1,0.0,0,0,2,2,3,-1.6720934354342778,0.43016811227753565,2,5,2,480.7741935483871,2.517857142857143,154.54545454545453,3,Bargain Hunters
CUST-10088,41,Male,51815,East,PhD,Divorced,27,723,46,20,39,4.9,117,29.0,Mobile App,41.8,30.0,10.7,0.6,16.8,1,1,3,0,3,-2.0921918364721575,-0.6432336072012044,2,4,1,321.33333333333337,2.5434782608695654,145.0,4,Bargain Hunters
CUST-10089,31,Female,114955,Central,Bachelor,Single,27,3349,45,74,33,7.1,113,66.0,Mobile App,21.8,61.7,8.0,8.5,0.0,0,1,0,2,2,2.0998338100972793,0.9766858940619112,2,4,5,1488.4444444444443,2.511111111111111,89.1891891891892,2,VIP Big Spenders
CUST-10090,44,Female,28168,North,Bachelor,Married,27,1611,46,35,26,7.0,116,83.7,Online,1.5,49.1,41.1,8.2,0.0,0,2,0,1,3,-1.3853139763956281,0.5523587624449111,2,4,3,716.0,2.5217391304347827,239.14285714285714,2,Bargain Hunters
CUST-10091,39,Female,79859,North,High School,Married,22,1196,37,32,48,5.5,95,60.4,Online,16.9,25.1,40.0,10.9,7.1,0,2,1,1,0,-0.8781094011717878,-1.5420350078635356,1,2,2,652.3636363636364,2.5675675675675675,188.75,4,At Risk
CUST-10092,49,Male,98690,South,Master,Married,16,2226,29,76,1,7.7,78,39.1,In-Store,32.3,39.0,25.1,3.6,0.0,1,0,2,1,2,2.8431113689103205,-1.2751735170795737,5,1,4,1669.5,2.689655172413793,51.44736842105263,3,VIP Big Spenders
CUST-10093,29,Female,35798,North,Bachelor,Married,21,682,34,20,39,6.4,86,22.1,Mobile App,50.8,40.1,6.1,3.0,0.0,0,1,0,1,3,-1.7193535393276393,-1.2401298554418334,2,1,1,389.71428571428567,2.5294117647058822,110.5,2,Bargain Hunters
CUST-10094,34,Female,42669,Central,PhD,Single,29,1727,48,35,24,8.3,123,25.6,Mobile App,47.8,27.2,4.7,20.3,0.0,0,1,3,2,1,-0.189468133353797,1.410474432763822,3,5,3,714.6206896551723,2.5625,73.14285714285714,3,Loyal Customers
CUST-10095,33,Male,29197,South,Master,Single,23,1071,38,28,69,5.9,97,10.4,Mobile App,19.2,42.6,26.1,12.1,0.0,1,1,2,2,0,-0.9388848329086379,-1.5326368317187722,1,2,2,558.7826086956522,2.5526315789473686,37.142857142857146,4,At Risk
CUST-10096,20,Female,44279,West,Bachelor,Married,23,1053,37,28,80,5.1,94,17.9,Mobile App,7.6,48.2,29.2,15.0,0.0,0,1,0,1,0,-1.223567383147364,-1.7597715507379295,1,2,2,549.391304347826,2.5405405405405403,63.92857142857142,3,At Risk
CUST-10097,41,Female,48132,West,Bachelor,Single,21,1367,37,36,6,5.6,92,67.5,Online,23.0,30.3,34.9,11.9,0.0,0,2,0,2,3,-1.2117484280761859,0.05706468041263301,4,2,2,781.1428571428572,2.4864864864864864,187.5,4,Bargain Hunters
CUST-10098,41,Female,68174,South,High School,Divorced,18,1415,31,45,44,5.9,79,32.8,In-Store,21.3,41.0,10.4,27.3,0.0,0,0,1,0,0,0.07066119787960744,-1.494188022069464,2,1,2,943.3333333333334,2.5483870967741935,72.88888888888889,4,At Risk
CUST-10099,38,Male,84549,South,Bachelor,Married,25,2743,40,68,91,7.3,103,16.3,In-Store,18.1,43.4,19.3,19.1,0.0,1,0,0,1,2,2.1522060224852146,-0.3560452816745337,1,3,5,1316.6399999999999,2.575,23.97058823529412,4,VIP Big Spenders
